Gene_Symbol,Day,Value,Cluster
PSEN1,d26,-0.486933296,3
PSEN1,d33,0.765045548,3
PSEN1,d49,0.512626557,3
PSEN1,d63,-0.103397955,3
PSEN1,d77,-0.23484268,3
PTGS1,d0,-1.093196611,3
PTGS1,d7,2.309978085,3
PTGS1,d12,-0.248824567,3
PTGS1,d19,-0.979070357,3
PTGS1,d26,-0.458735878,3
PTGS1,d33,0.217705244,3
PTGS1,d49,0.320474074,3
PTGS1,d63,0.172665468,3
PTGS1,d77,-0.240995458,3
PVALB,d0,-1.490484068,3
PVALB,d7,0.326901929,3
PVALB,d12,1.937477979,3
PVALB,d19,-0.300524603,3
PVALB,d26,-1.047899824,3
PVALB,d33,0.013529598,3
PVALB,d49,0.78062424,3
PVALB,d63,-0.328544758,3
PVALB,d77,0.108919508,3
RTN4RL1,d0,-2.223025059,3
RTN4RL1,d7,0.943989299,3
RTN4RL1,d12,-0.035935081,3
RTN4RL1,d19,0.684200853,3
RTN4RL1,d26,0.407607864,3
RTN4RL1,d33,0.776561434,3
RTN4RL1,d49,0.557609882,3
RTN4RL1,d63,-0.56835622,3
RTN4RL1,d77,-0.542652973,3
SERPINB1,d0,-1.637892314,3
SERPINB1,d7,0.001690127,3
SERPINB1,d12,1.056248303,3
SERPINB1,d19,1.189100922,3
SERPINB1,d26,0.088967294,3
SERPINB1,d33,-0.757005214,3
SERPINB1,d49,-1.173288792,3
SERPINB1,d63,0.804467643,3
SERPINB1,d77,0.42771203,3
SIRT4,d0,-1.721209402,3
SIRT4,d7,1.120257563,3
SIRT4,d12,1.599588044,3
SIRT4,d19,-0.046891796,3
SIRT4,d26,-0.24317613,3
SIRT4,d33,0.577251636,3
SIRT4,d49,-0.442103701,3
SIRT4,d63,-0.049136931,3
SIRT4,d77,-0.794579283,3
SLC6A3,d0,-0.442286183,3
SLC6A3,d7,-0.689575077,3
SLC6A3,d12,0.456649927,3
SLC6A3,d19,2.344373059,3
SLC6A3,d26,-0.56226043,3
SLC6A3,d33,-0.604490015,3
SLC6A3,d49,-0.647180228,3
SLC6A3,d63,-0.434265656,3
SLC6A3,d77,0.579034603,3
SNCG,d0,0.196422513,3
SNCG,d7,-0.885232623,3
SNCG,d12,0.32460406,3
SNCG,d19,2.44501451,3
SNCG,d26,-0.327127332,3
SNCG,d33,-0.235308454,3
SNCG,d49,-0.197540536,3
SNCG,d63,-0.558892032,3
SNCG,d77,-0.761940105,3
SST,d0,-0.412042584,3
SST,d7,-0.411307664,3
SST,d12,-0.267001125,3
SST,d19,2.658191717,3
SST,d26,-0.340403139,3
SST,d33,-0.380845438,3
SST,d49,-0.358392989,3
SST,d63,-0.331397747,3
SST,d77,-0.15680103,3
ADAMTS2,d0,-1.375091117,4
ADAMTS2,d7,0.570511276,4
ADAMTS2,d12,-1.545156995,4
ADAMTS2,d19,0.994953732,4
ADAMTS2,d26,-0.353131201,4
ADAMTS2,d33,1.449670716,4
ADAMTS2,d49,0.410080639,4
ADAMTS2,d63,-0.064560034,4
ADAMTS2,d77,-0.087277017,4
AIF1,d0,-0.456822879,4
AIF1,d7,-0.509598301,4
AIF1,d12,-0.618948656,4
AIF1,d19,-0.473283728,4
AIF1,d26,-0.045890048,4
AIF1,d33,2.593867202,4
AIF1,d49,0.112731263,4
AIF1,d63,-0.313895715,4
AIF1,d77,-0.288159139,4
APBB1,d0,-2.526577975,4
APBB1,d7,0.02654136,4
APBB1,d12,0.057614325,4
APBB1,d19,0.648756124,4
APBB1,d26,-0.158087363,4
APBB1,d33,0.314448284,4
APBB1,d49,0.435952412,4
APBB1,d63,0.321438872,4
APBB1,d77,0.879913962,4
APLP1,d0,-2.399362682,4
APLP1,d7,-0.431991932,4
APLP1,d12,0.32729548,4
APLP1,d19,-0.074206104,4
APLP1,d26,0.222043223,4
APLP1,d33,1.04407843,4
APLP1,d49,0.824649928,4
APLP1,d63,0.191128791,4
APLP1,d77,0.296364866,4
BACE1,d0,-2.135154818,4
BACE1,d7,-0.64054158,4
BACE1,d12,-0.104795968,4
BACE1,d19,-0.128792497,4
BACE1,d26,0.028834835,4
BACE1,d33,0.483532005,4
BACE1,d49,0.457910954,4
BACE1,d63,0.529524615,4
BACE1,d77,1.509482453,4
CDR1,d0,-1.172559362,4
CDR1,d7,-1.180329575,4
CDR1,d12,-0.910553944,4
CDR1,d19,-0.460362389,4
CDR1,d26,0.608622713,4
CDR1,d33,0.737778859,4
CDR1,d49,1.00576149,4
CDR1,d63,-0.127778314,4
CDR1,d77,1.499420521,4
CTNND2,d0,-2.217653694,4
CTNND2,d7,-0.42461157,4
CTNND2,d12,0.34890774,4
CTNND2,d19,0.00998152,4
CTNND2,d26,1.086929833,4
CTNND2,d33,0.719926074,4
CTNND2,d49,0.925885125,4
CTNND2,d63,-0.471606718,4
CTNND2,d77,0.022241689,4
CTSS,d0,-1.40029244,4
CTSS,d7,-1.464053241,4
CTSS,d12,-1.074365746,4
CTSS,d19,0.519982051,4
CTSS,d26,0.51442516,4
CTSS,d33,0.95535449,4
CTSS,d49,0.544346685,4
CTSS,d63,0.77640446,4
CTSS,d77,0.62819858,4
CYP2D6,d0,-2.020444809,4
CYP2D6,d7,-0.097615643,4
CYP2D6,d12,-0.949540135,4
CYP2D6,d19,-0.090760438,4
CYP2D6,d26,1.254782726,4
CYP2D6,d33,0.265935,4
CYP2D6,d49,1.073263134,4
CYP2D6,d63,0.137185455,4
CYP2D6,d77,0.427194709,4
CYP46A1,d0,-1.421847434,4
CYP46A1,d7,-1.302626172,4
CYP46A1,d12,-0.478814824,4
CYP46A1,d19,0.069143807,4
CYP46A1,d26,0.010060641,4
CYP46A1,d33,0.975272117,4
CYP46A1,d49,1.508436687,4
CYP46A1,d63,0.875071401,4
CYP46A1,d77,-0.234696222,4
DDIT3,d0,-0.368929935,4
DDIT3,d7,-1.794943226,4
DDIT3,d12,-1.139415133,4
DDIT3,d19,0.164614515,4
DDIT3,d26,0.077586909,4
DDIT3,d33,1.537156776,4
DDIT3,d49,0.367476877,4
DDIT3,d63,0.309802714,4
DDIT3,d77,0.846650503,4
FLOT1,d0,-2.163551727,4
FLOT1,d7,-0.515751472,4
FLOT1,d12,0.22374085,4
FLOT1,d19,1.541571064,4
FLOT1,d26,-0.350521051,4
FLOT1,d33,0.204582863,4
FLOT1,d49,0.154154179,4
FLOT1,d63,0.334892049,4
FLOT1,d77,0.570883245,4
GAP43,d0,-1.569067149,4
GAP43,d7,-0.556512741,4
GAP43,d12,0.651792586,4
GAP43,d19,-0.39137901,4
GAP43,d26,1.635326919,4
GAP43,d33,-1.058575927,4
GAP43,d49,0.053969602,4
GAP43,d63,0.404393369,4
GAP43,d77,0.83005235,4
GRIK1,d0,-1.271743259,4
GRIK1,d7,-1.225048957,4
GRIK1,d12,0.046971046,4
GRIK1,d19,0.57066261,4
GRIK1,d26,1.653986069,4
GRIK1,d33,-0.72174691,4
GRIK1,d49,-0.405924751,4
GRIK1,d63,0.34656986,4
GRIK1,d77,1.006274293,4
GRIN2A,d0,-1.301529063,4
GRIN2A,d7,-0.869520781,4
GRIN2A,d12,-0.844411974,4
GRIN2A,d19,0.309503059,4
GRIN2A,d26,1.564449129,4
GRIN2A,d33,0.80831889,4
GRIN2A,d49,1.058279073,4
GRIN2A,d63,-0.003782172,4
GRIN2A,d77,-0.721306161,4
GRIN2B,d0,-1.515426082,4
GRIN2B,d7,0.446629489,4
GRIN2B,d12,-0.167623595,4
GRIN2B,d19,-0.783264687,4
GRIN2B,d26,-0.278738757,4
GRIN2B,d33,-0.248669265,4
GRIN2B,d49,2.1534422,4
GRIN2B,d63,0.260383225,4
GRIN2B,d77,0.133267474,4
GSTA4,d0,-2.130398898,4
GSTA4,d7,-0.2576307,4
GSTA4,d12,-0.843408576,4
GSTA4,d19,0.055214365,4
GSTA4,d26,0.816551979,4
GSTA4,d33,0.465689543,4
GSTA4,d49,1.084649074,4
GSTA4,d63,0.787447667,4
GSTA4,d77,0.021885546,4
HIST1H1C,d0,-1.295978767,4
HIST1H1C,d7,-1.131728963,4
HIST1H1C,d12,-1.193729104,4
HIST1H1C,d19,1.518094363,4
HIST1H1C,d26,0.228444204,4
HIST1H1C,d33,0.139097042,4
HIST1H1C,d49,0.728592313,4
HIST1H1C,d63,0.820158185,4
HIST1H1C,d77,0.187050727,4
HM13,d0,-0.204314303,4
HM13,d7,-0.519797086,4
HM13,d12,-1.137371209,4
HM13,d19,-0.15647109,4
HM13,d26,-0.954849485,4
HM13,d33,2.131513908,4
HM13,d49,-0.020701581,4
HM13,d63,-0.090031659,4
HM13,d77,0.952022505,4
IAPP,d0,-1.639259051,4
IAPP,d7,-1.056246972,4
IAPP,d12,-0.131309427,4
IAPP,d19,0.084474925,4
IAPP,d26,0.743510233,4
IAPP,d33,1.647481023,4
IAPP,d49,0.498061816,4
IAPP,d63,0.495398891,4
IAPP,d77,-0.642111436,4
IL1A,d0,0.60164404,4
IL1A,d7,-1.499238985,4
IL1A,d12,-1.291215947,4
IL1A,d19,-0.788894501,4
IL1A,d26,0.785309374,4
IL1A,d33,1.385989971,4
IL1A,d49,0.574615156,4
IL1A,d63,0.436822743,4
IL1A,d77,-0.205031851,4
IL1B,d0,-0.669140189,4
IL1B,d7,-0.793511248,4
IL1B,d12,-0.793511248,4
IL1B,d19,-0.450996441,4
IL1B,d26,-0.588159902,4
IL1B,d33,2.017904732,4
IL1B,d49,-0.028499014,4
IL1B,d63,1.292544357,4
IL1B,d77,0.013368953,4
MS4A6A,d0,-0.824229167,4
MS4A6A,d7,-0.821704945,4
MS4A6A,d12,-0.689570086,4
MS4A6A,d19,0.906099362,4
MS4A6A,d26,2.088400419,4
MS4A6A,d33,0.604252319,4
MS4A6A,d49,-0.207851333,4
MS4A6A,d63,-0.422213707,4
MS4A6A,d77,-0.633182863,4
MTHFR,d0,-1.36155412,4
MTHFR,d7,-0.925610624,4
MTHFR,d12,-1.109826785,4
MTHFR,d19,-0.231439301,4
MTHFR,d26,-0.208077193,4
MTHFR,d33,1.404713246,4
MTHFR,d49,0.883386463,4
MTHFR,d63,0.709148441,4
MTHFR,d77,0.839259871,4
PHF1,d0,-2.008721571,4
PHF1,d7,-0.565574361,4
PHF1,d12,0.512451764,4
PHF1,d19,0.550248167,4
PHF1,d26,-0.493912623,4
PHF1,d33,1.447439838,4
PHF1,d49,0.827928467,4
PHF1,d63,-0.037785609,4
PHF1,d77,-0.232074072,4
PPARG,d0,-1.378489518,4
PPARG,d7,0.1751263,4
PPARG,d12,-0.61760907,4
PPARG,d19,0.993826861,4
PPARG,d26,-0.838827825,4
PPARG,d33,0.583622915,4
PPARG,d49,-0.522449625,4
PPARG,d63,-0.221092017,4
PPARG,d77,1.825891979,4
RAB3A,d0,-0.897962914,4
RAB3A,d7,-0.994064598,4
RAB3A,d12,-0.6147796,4
RAB3A,d19,-0.173281157,4
RAB3A,d26,-0.184320783,4
RAB3A,d33,2.32848106,4
RAB3A,d49,0.532406575,4
RAB3A,d63,-0.168909598,4
RAB3A,d77,0.172431015,4
SDC2,d0,-2.066037333,4
SDC2,d7,-0.981921636,4
SDC2,d12,0.728518258,4
SDC2,d19,0.56579327,4
SDC2,d26,0.422718618,4
SDC2,d33,0.997383306,4
SDC2,d49,0.473805082,4
SDC2,d63,0.434184922,4
SDC2,d77,-0.574444488,4
SNCA,d0,-1.658158889,4
SNCA,d7,-1.440836083,4
SNCA,d12,1.203167814,4
SNCA,d19,1.263404924,4
SNCA,d26,0.283645543,4
SNCA,d33,0.042495078,4
SNCA,d49,0.111401954,4
SNCA,d63,0.18973183,4
SNCA,d77,0.005147829,4
SYVN1,d0,-1.167466723,4
SYVN1,d7,-0.884233262,4
SYVN1,d12,-0.650835886,4
SYVN1,d19,-0.337522147,4
SYVN1,d26,-0.246062145,4
SYVN1,d33,2.147231085,4
SYVN1,d49,0.58795712,4
SYVN1,d63,0.002482516,4
SYVN1,d77,0.548449441,4
TF,d0,-1.641346245,4
TF,d7,-1.134991106,4
TF,d12,-0.831523325,4
TF,d19,0.627335808,4
TF,d26,-0.075749334,4
TF,d33,1.085678116,4
TF,d49,0.46159984,4
TF,d63,0.309103772,4
TF,d77,1.199892474,4
TTBK1,d0,-1.663458085,4
TTBK1,d7,-1.302364274,4
TTBK1,d12,0.931772829,4
TTBK1,d19,0.06588663,4
TTBK1,d26,0.868314436,4
TTBK1,d33,1.161770612,4
TTBK1,d49,0.518420153,4
TTBK1,d63,-0.53853971,4
TTBK1,d77,-0.041802592,4
TUBA1A,d0,-1.977271682,4
TUBA1A,d7,-1.035760401,4
TUBA1A,d12,-0.330696351,4
TUBA1A,d19,-0.030597829,4
TUBA1A,d26,0.649030852,4
TUBA1A,d33,0.756703009,4
TUBA1A,d49,1.298455555,4
TUBA1A,d63,0.373355296,4
TUBA1A,d77,0.296781551,4
ABCA1,d0,-1.470762414,5
ABCA1,d7,-0.131615525,5
ABCA1,d12,-1.117023192,5
ABCA1,d19,-0.320233441,5
ABCA1,d26,-0.284926271,5
ABCA1,d33,-0.266409655,5
ABCA1,d49,1.092817081,5
ABCA1,d63,1.284101706,5
ABCA1,d77,1.214051711,5
ABCA2,d0,-1.6973316,5
ABCA2,d7,-0.897883466,5
ABCA2,d12,-0.607087821,5
ABCA2,d19,-0.378734917,5
ABCA2,d26,0.344526721,5
ABCA2,d33,0.017714095,5
ABCA2,d49,0.825091275,5
ABCA2,d63,0.93591859,5
ABCA2,d77,1.457787122,5
ABCA7,d0,-1.540881466,5
ABCA7,d7,-0.332338963,5
ABCA7,d12,-0.957881667,5
ABCA7,d19,-0.734872444,5
ABCA7,d26,-0.055152539,5
ABCA7,d33,0.302662365,5
ABCA7,d49,0.699967977,5
ABCA7,d63,1.159588303,5
ABCA7,d77,1.458908433,5
ADAM9,d0,-0.934163029,5
ADAM9,d7,-1.430476831,5
ADAM9,d12,-0.892875969,5
ADAM9,d19,-0.180018951,5
ADAM9,d26,0.00547472,5
ADAM9,d33,-0.088483934,5
ADAM9,d49,1.019748119,5
ADAM9,d63,1.446236567,5
ADAM9,d77,1.054559309,5
APLP2,d0,-1.485092962,5
APLP2,d7,-1.23144471,5
APLP2,d12,-0.554534957,5
APLP2,d19,-0.22208985,5
APLP2,d26,0.013198263,5
APLP2,d33,0.275829167,5
APLP2,d49,1.071098273,5
APLP2,d63,1.526289811,5
APLP2,d77,0.606746966,5
BIN1,d0,-1.444870991,5
BIN1,d7,-1.026078826,5
BIN1,d12,-1.002411064,5
BIN1,d19,0.744417219,5
BIN1,d26,-0.438400854,5
BIN1,d33,0.815121539,5
BIN1,d49,0.417301132,5
BIN1,d63,0.521475953,5
BIN1,d77,1.413445892,5
CALB1,d0,-0.593468556,5
CALB1,d7,-0.975818625,5
CALB1,d12,-0.955882244,5
CALB1,d19,-0.874862171,5
CALB1,d26,-0.208698851,5
CALB1,d33,0.013282962,5
CALB1,d49,1.695316657,5
CALB1,d63,1.333079515,5
CALB1,d77,0.567051314,5
CAST,d0,-1.526321274,5
CAST,d7,-0.765595094,5
CAST,d12,-0.950498907,5
CAST,d19,0.349004693,5
CAST,d26,-0.062093325,5
CAST,d33,0.225742082,5
CAST,d49,-0.054128615,5
CAST,d63,1.140760921,5
CAST,d77,1.643129519,5
CHRNA4,d0,-1.484619756,5
CHRNA4,d7,-1.422251251,5
CHRNA4,d12,-0.183607244,5
CHRNA4,d19,0.853061788,5
CHRNA4,d26,-0.508454624,5
CHRNA4,d33,-0.062769503,5
CHRNA4,d49,0.701018152,5
CHRNA4,d63,1.189367096,5
CHRNA4,d77,0.918255341,5
CLU,d0,-1.428118745,5
CLU,d7,-0.941233666,5
CLU,d12,-0.496203175,5
CLU,d19,-0.513358908,5
CLU,d26,-0.263127776,5
CLU,d33,-0.017430756,5
CLU,d49,1.213077782,5
CLU,d63,1.098140697,5
CLU,d77,1.348254547,5
CST3,d0,-1.409780909,5
CST3,d7,-1.006830283,5
CST3,d12,-0.716635103,5
CST3,d19,-0.240622911,5
CST3,d26,-0.012747762,5
CST3,d33,0.211190864,5
CST3,d49,0.454514771,5
CST3,d63,1.847445558,5
CST3,d77,0.873465775,5
CTSB,d0,-1.654128469,5
CTSB,d7,-1.085305339,5
CTSB,d12,-0.809253383,5
CTSB,d19,0.020082243,5
CTSB,d26,-0.01217183,5
CTSB,d33,0.419183023,5
CTSB,d49,1.100771728,5
CTSB,d63,0.985359031,5
CTSB,d77,1.035462996,5
DECR1,d0,-1.378063677,5
DECR1,d7,-1.29995557,5
DECR1,d12,-1.118569272,5
DECR1,d19,0.494662368,5
DECR1,d26,0.584129123,5
DECR1,d33,-0.026971572,5
DECR1,d49,0.813222153,5
DECR1,d63,1.118199501,5
DECR1,d77,0.813346946,5
GALR2,d0,-0.625860495,5
GALR2,d7,-0.868862195,5
GALR2,d12,-0.913392963,5
GALR2,d19,-0.02554804,5
GALR2,d26,-0.704585164,5
GALR2,d33,0.045188818,5
GALR2,d49,0.774192209,5
GALR2,d63,2.215844785,5
GALR2,d77,0.103023045,5
GSN,d0,-1.549085557,5
GSN,d7,-0.751421277,5
GSN,d12,-0.821100617,5
GSN,d19,-0.518717529,5
GSN,d26,0.097229411,5
GSN,d33,0.11283654,5
GSN,d49,1.380153646,5
GSN,d63,0.846236956,5
GSN,d77,1.203868426,5
MAOA,d0,-1.254006628,5
MAOA,d7,-0.756550226,5
MAOA,d12,-0.920960137,5
MAOA,d19,-0.506542957,5
MAOA,d26,-0.524434301,5
MAOA,d33,0.38091385,5
MAOA,d49,1.064356645,5
MAOA,d63,1.379351908,5
MAOA,d77,1.137871847,5
MAPT,d0,-1.494049253,5
MAPT,d7,-1.187803272,5
MAPT,d12,-0.894024506,5
MAPT,d19,0.21643439,5
MAPT,d26,-0.061260204,5
MAPT,d33,0.695949853,5
MAPT,d49,0.694452518,5
MAPT,d63,0.525562025,5
MAPT,d77,1.50473845,5
MS4A6E,d0,-0.907345507,5
MS4A6E,d7,-0.910815679,5
MS4A6E,d12,-0.81341512,5
MS4A6E,d19,-0.302914878,5
MS4A6E,d26,-0.065071234,5
MS4A6E,d33,-0.064358659,5
MS4A6E,d49,2.153086057,5
MS4A6E,d63,0.972510955,5
MS4A6E,d77,-0.061675934,5
NCSTN,d0,-1.513044084,5
NCSTN,d7,-0.435427015,5
NCSTN,d12,-0.917150761,5
NCSTN,d19,-0.652127604,5
NCSTN,d26,0.02924052,5
NCSTN,d33,0.011423794,5
NCSTN,d49,1.052955549,5
NCSTN,d63,1.533593897,5
NCSTN,d77,0.890535705,5
PSENEN,d0,-1.169920712,5
PSENEN,d7,-1.189929787,5
PSENEN,d12,-0.913154558,5
PSENEN,d19,0.613980363,5
PSENEN,d26,-0.001743603,5
PSENEN,d33,-0.140701502,5
PSENEN,d49,0.26888058,5
PSENEN,d63,1.8601922,5
PSENEN,d77,0.67239702,5
RCAN1,d0,-0.648420126,5
RCAN1,d7,-1.571325889,5
RCAN1,d12,-1.021789556,5
RCAN1,d19,-0.048538538,5
RCAN1,d26,-0.489260685,5
RCAN1,d33,1.178211575,5
RCAN1,d49,0.540519736,5
RCAN1,d63,0.927071592,5
RCAN1,d77,1.133531891,5
SIRT3,d0,-1.54802404,5
SIRT3,d7,-1.148356563,5
SIRT3,d12,-1.093735243,5
SIRT3,d19,0.108990607,5
SIRT3,d26,0.501587487,5
SIRT3,d33,0.366279296,5
SIRT3,d49,1.058801062,5
SIRT3,d63,1.001511539,5
SIRT3,d77,0.752945855,5
VPS35,d0,-1.154574311,5
VPS35,d7,-1.505153082,5
VPS35,d12,-0.79054995,5
VPS35,d19,0.119400123,5
VPS35,d26,0.013303875,5
VPS35,d33,0.349050661,5
VPS35,d49,0.834223491,5
VPS35,d63,1.644509118,5
VPS35,d77,0.489790075,5
ACE,d0,-0.531470131,6
ACE,d7,-0.781247733,6
ACE,d12,-0.669592798,6
ACE,d19,-0.539922324,6
ACE,d26,-0.569556332,6
ACE,d33,-0.356483019,6
ACE,d49,0.229122042,6
ACE,d63,1.025672301,6
ACE,d77,2.193477994,6
APBA1,d0,-0.710915747,6
APBA1,d7,-0.738013035,6
APBA1,d12,-0.58178935,6
APBA1,d19,-0.59510761,6
APBA1,d26,-0.829518252,6
APBA1,d33,-0.275221449,6
APBA1,d49,0.618105856,6
APBA1,d63,1.190375261,6
APBA1,d77,1.922084327,6
APOD,d0,-1.131300786,6
APOD,d7,-1.136818524,6
APOD,d12,1.515606474,6
APOD,d19,-0.394681021,6
APOD,d26,-0.479431808,6
APOD,d33,-0.410821275,6
APOD,d49,0.115217523,6
APOD,d63,0.362959604,6
APOD,d77,1.559269813,6
APP,d0,-0.763388076,6
APP,d7,-1.213539644,6
APP,d12,-1.011960406,6
APP,d19,-0.731941816,6
APP,d26,-0.105590778,6
APP,d33,0.359327566,6
APP,d49,0.930074175,6
APP,d63,0.984589469,6
APP,d77,1.552429511,6
BACE2,d0,-0.222392614,6
BACE2,d7,-1.342678807,6
BACE2,d12,-0.995237943,6
BACE2,d19,-0.398555746,6
BACE2,d26,-0.583640452,6
BACE2,d33,-0.081374991,6
BACE2,d49,0.782037085,6
BACE2,d63,1.393238857,6
BACE2,d77,1.44860461,6
BCHE,d0,-1.154963917,6
BCHE,d7,-0.638517751,6
BCHE,d12,-0.311691931,6
BCHE,d19,-0.265068469,6
BCHE,d26,0.195480547,6
BCHE,d33,-0.619961079,6
BCHE,d49,-0.365097432,6
BCHE,d63,1.058926118,6
BCHE,d77,2.100893914,6
BDNF,d0,0.06037124,6
BDNF,d7,-1.346778065,6
BDNF,d12,-1.229720484,6
BDNF,d19,-0.816161218,6
BDNF,d26,-0.479175019,6
BDNF,d33,0.882918638,6
BDNF,d49,0.98740912,6
BDNF,d63,0.709725332,6
BDNF,d77,1.231410457,6
CAT,d0,-0.819876685,6
CAT,d7,-0.865710796,6
CAT,d12,-0.72800922,6
CAT,d19,-0.626838772,6
CAT,d26,-0.319268524,6
CAT,d33,-0.305314611,6
CAT,d49,0.433404697,6
CAT,d63,1.775132878,6
CAT,d77,1.456481033,6
CCL2,d0,-1.139066295,6
CCL2,d7,-0.932238174,6
CCL2,d12,-0.71044695,6
CCL2,d19,-0.072188437,6
CCL2,d26,-0.645528884,6
CCL2,d33,-0.148674294,6
CCL2,d49,0.738259548,6
CCL2,d63,1.685120181,6
CCL2,d77,1.224763305,6
CD44,d0,1.105375212,6
CD44,d7,-0.685023322,6
CD44,d12,-0.718448075,6
CD44,d19,-0.691244303,6
CD44,d26,-0.716245562,6
CD44,d33,-0.576570069,6
CD44,d49,-0.314427254,6
CD44,d63,0.591370719,6
CD44,d77,2.005212655,6
CDK5R1,d0,-1.000783656,6
CDK5R1,d7,-0.236059393,6
CDK5R1,d12,-0.571663741,6
CDK5R1,d19,-0.648563591,6
CDK5R1,d26,-0.837908259,6
CDK5R1,d33,-0.527156685,6
CDK5R1,d49,0.88371941,6
CDK5R1,d63,1.22714866,6
CDK5R1,d77,1.711267256,6
CHAT,d0,-1.098880055,6
CHAT,d7,-0.472946193,6
CHAT,d12,-0.170883831,6
CHAT,d19,0.145542387,6
CHAT,d26,-0.572781969,6
CHAT,d33,-0.108405351,6
CHAT,d49,-0.224057198,6
CHAT,d63,0.027005409,6
CHAT,d77,2.475406801,6
CHRM2,d0,-0.770058037,6
CHRM2,d7,-0.688492189,6
CHRM2,d12,-0.845957116,6
CHRM2,d19,-0.658364609,6
CHRM2,d26,-0.58020913,6
CHRM2,d33,-0.232299853,6
CHRM2,d49,1.436399535,6
CHRM2,d63,0.624222302,6
CHRM2,d77,1.714759098,6
CNTF,d0,-1.084025218,6
CNTF,d7,-1.084025218,6
CNTF,d12,-0.735806346,6
CNTF,d19,-0.197543429,6
CNTF,d26,0.390255578,6
CNTF,d33,-0.269695566,6
CNTF,d49,0.33663526,6
CNTF,d63,0.536266616,6
CNTF,d77,2.107938323,6
COLQ,d0,-0.962065422,6
COLQ,d7,-0.573566037,6
COLQ,d12,-0.718126862,6
COLQ,d19,-0.441620705,6
COLQ,d26,-0.10831978,6
COLQ,d33,-0.52248477,6
COLQ,d49,-0.004082184,6
COLQ,d63,1.345256424,6
COLQ,d77,1.985009337,6
CP,d0,-0.554635427,6
CP,d7,-0.568861441,6
CP,d12,-0.55838544,6
CP,d19,-0.512277373,6
CP,d26,-0.478324608,6
CP,d33,-0.469583185,6
CP,d49,-0.267691156,6
CP,d63,1.225105677,6
CP,d77,2.184652953,6
CRH,d0,-0.801901878,6
CRH,d7,-0.813134478,6
CRH,d12,-0.818197493,6
CRH,d19,-0.666741032,6
CRH,d26,1.48090091,6
CRH,d33,-0.716504891,6
CRH,d49,0.285806137,6
CRH,d63,0.436303773,6
CRH,d77,1.613468953,6
CRYAB,d0,-0.743819241,6
CRYAB,d7,-0.743959566,6
CRYAB,d12,-0.740636681,6
CRYAB,d19,-0.665966814,6
CRYAB,d26,-0.645904861,6
CRYAB,d33,-0.318378261,6
CRYAB,d49,0.820719781,6
CRYAB,d63,1.30159414,6
CRYAB,d77,1.736351503,6
CTSD,d0,-0.320519385,6
CTSD,d7,-1.046446025,6
CTSD,d12,-1.41210844,6
CTSD,d19,-0.301938891,6
CTSD,d26,-0.479174518,6
CTSD,d33,0.169607124,6
CTSD,d49,0.666496041,6
CTSD,d63,0.972111376,6
CTSD,d77,1.751972718,6
DCX,d0,-1.160839701,6
DCX,d7,-1.039616997,6
DCX,d12,-0.561423946,6
DCX,d19,-0.200512331,6
DCX,d26,-0.534069475,6
DCX,d33,-0.289959303,6
DCX,d49,1.050855711,6
DCX,d63,1.34564108,6
DCX,d77,1.389924963,6
FSIP1,d0,-1.253533007,6
FSIP1,d7,-0.775690246,6
FSIP1,d12,-0.906236917,6
FSIP1,d19,0.003129043,6
FSIP1,d26,-0.156522635,6
FSIP1,d33,-0.414809539,6
FSIP1,d49,0.611439769,6
FSIP1,d63,1.80162628,6
FSIP1,d77,1.090597252,6
FTH1,d0,0.268892276,6
FTH1,d7,-0.638541803,6
FTH1,d12,-1.175475348,6
FTH1,d19,-0.952228357,6
FTH1,d26,-0.615969667,6
FTH1,d33,-0.218620111,6
FTH1,d49,0.286566856,6
FTH1,d63,1.728829124,6
FTH1,d77,1.316547031,6
GFAP,d0,-0.026397242,6
GFAP,d7,-0.50878494,6
GFAP,d12,-0.427778179,6
GFAP,d19,-0.409495177,6
GFAP,d26,-0.327988555,6
GFAP,d33,-0.455334121,6
GFAP,d49,-0.397442904,6
GFAP,d63,-0.075688419,6
GFAP,d77,2.628909536,6
GRN,d0,-0.472706176,6
GRN,d7,-0.930205153,6
GRN,d12,-1.523361679,6
GRN,d19,-0.191932171,6
GRN,d26,-0.443833501,6
GRN,d33,0.114133244,6
GRN,d49,1.100802298,6
GRN,d63,0.739056674,6
GRN,d77,1.608046467,6
GSTA3,d0,-0.929079179,6
GSTA3,d7,-0.929506831,6
GSTA3,d12,-0.896511734,6
GSTA3,d19,0.110880365,6
GSTA3,d26,-0.263943089,6
GSTA3,d33,-0.212425713,6
GSTA3,d49,-0.02505777,6
GSTA3,d63,2.016581326,6
GSTA3,d77,1.129062625,6
IGF1,d0,-0.546465437,6
IGF1,d7,-0.553500494,6
IGF1,d12,-0.537617519,6
IGF1,d19,-0.496172513,6
IGF1,d26,-0.503255058,6
IGF1,d33,-0.481701126,6
IGF1,d49,-0.198440218,6
IGF1,d63,1.013067502,6
IGF1,d77,2.304084863,6
ITM2B,d0,-0.082643897,6
ITM2B,d7,-1.581346273,6
ITM2B,d12,-0.985717417,6
ITM2B,d19,-0.337526111,6
ITM2B,d26,-0.230505669,6
ITM2B,d33,0.160839417,6
ITM2B,d49,0.482769343,6
ITM2B,d63,1.91228872,6
ITM2B,d77,0.661841887,6
KLK6,d0,-1.061057006,6
