Gene_Symbol,Day,Value,Cluster
ANK3,d77,2.035573119,6
BDNF,d0,0.06037124,6
BDNF,d7,-1.346778065,6
BDNF,d12,-1.229720484,6
BDNF,d19,-0.816161218,6
BDNF,d26,-0.479175019,6
BDNF,d33,0.882918638,6
BDNF,d49,0.98740912,6
BDNF,d63,0.709725332,6
BDNF,d77,1.231410457,6
BSN,d0,-0.487489827,6
BSN,d7,-1.035595686,6
BSN,d12,-0.527396589,6
BSN,d19,-0.278069553,6
BSN,d26,0.205301459,6
BSN,d33,-0.743414504,6
BSN,d49,0.013776701,6
BSN,d63,0.512677937,6
BSN,d77,2.340210061,6
C3orf58,d0,-0.425513153,6
C3orf58,d7,-0.938057527,6
C3orf58,d12,-1.05659101,6
C3orf58,d19,-0.952672808,6
C3orf58,d26,-0.377530194,6
C3orf58,d33,0.044363589,6
C3orf58,d49,0.938682046,6
C3orf58,d63,1.557395035,6
C3orf58,d77,1.209924021,6
CACNA1C,d0,-0.953272175,6
CACNA1C,d7,-0.884140071,6
CACNA1C,d12,-0.749983933,6
CACNA1C,d19,-0.309451155,6
CACNA1C,d26,-0.092247421,6
CACNA1C,d33,0.004585036,6
CACNA1C,d49,-0.080795129,6
CACNA1C,d63,0.847733739,6
CACNA1C,d77,2.217571109,6
CADPS2,d0,-0.87340225,6
CADPS2,d7,-1.074832474,6
CADPS2,d12,-0.787510404,6
CADPS2,d19,-0.70990367,6
CADPS2,d26,0.040932993,6
CADPS2,d33,-0.113950704,6
CADPS2,d49,0.437197825,6
CADPS2,d63,1.586783058,6
CADPS2,d77,1.494685626,6
COMT,d0,-0.745882998,6
COMT,d7,-1.368843473,6
COMT,d12,-1.212230069,6
COMT,d19,0.039756925,6
COMT,d26,-0.11491394,6
COMT,d33,0.13281183,6
COMT,d49,0.531978,6
COMT,d63,1.229866375,6
COMT,d77,1.507457349,6
DDX60,d0,-1.138405697,6
DDX60,d7,0.584443554,6
DDX60,d12,-1.193713388,6
DDX60,d19,-0.838979308,6
DDX60,d26,0.856626865,6
DDX60,d33,-0.60122693,6
DDX60,d49,-0.150942013,6
DDX60,d63,1.108995085,6
DDX60,d77,1.373201832,6
FCN3,d0,-0.450433981,6
FCN3,d7,-0.056766241,6
FCN3,d12,-1.489818875,6
FCN3,d19,1.25319936,6
FCN3,d26,-0.06395517,6
FCN3,d33,-0.155781968,6
FCN3,d49,-0.95269067,6
FCN3,d63,0.17331877,6
FCN3,d77,1.742928774,6
GABBR2,d0,0.408179035,6
GABBR2,d7,-0.875826405,6
GABBR2,d12,-0.449073434,6
GABBR2,d19,-0.431253884,6
GABBR2,d26,-0.703699783,6
GABBR2,d33,-0.647387976,6
GABBR2,d49,0.030174816,6
GABBR2,d63,0.285164198,6
GABBR2,d77,2.383723433,6
GPR155,d0,-1.062169805,6
GPR155,d7,-1.022820423,6
GPR155,d12,-0.961290777,6
GPR155,d19,-0.343664216,6
GPR155,d26,-0.082594086,6
GPR155,d33,-0.158038508,6
GPR155,d49,0.742864648,6
GPR155,d63,1.320651198,6
GPR155,d77,1.567061968,6
GRM1,d0,-1.284746849,6
GRM1,d7,-0.325548329,6
GRM1,d12,0.053175313,6
GRM1,d19,-0.541405038,6
GRM1,d26,-0.113676264,6
GRM1,d33,-0.593896986,6
GRM1,d49,-0.365864423,6
GRM1,d63,1.129182209,6
GRM1,d77,2.042780367,6
GRM5,d0,-0.457485371,6
GRM5,d7,-0.876595106,6
GRM5,d12,-0.614157447,6
GRM5,d19,-0.614487831,6
GRM5,d26,-0.302862721,6
GRM5,d33,-0.71696737,6
GRM5,d49,0.305373596,6
GRM5,d63,1.323535034,6
GRM5,d77,1.953647214,6
HTR2A,d0,-0.753159588,6
HTR2A,d7,-0.739352392,6
HTR2A,d12,-0.725791091,6
HTR2A,d19,-0.391204388,6
HTR2A,d26,-0.246091829,6
HTR2A,d33,-0.213924934,6
HTR2A,d49,-0.255356644,6
HTR2A,d63,1.158780516,6
HTR2A,d77,2.166100351,6
HTR2C,d0,-0.616827778,6
HTR2C,d7,-0.622816017,6
HTR2C,d12,-0.595974289,6
HTR2C,d19,-0.567219059,6
HTR2C,d26,-0.572385752,6
HTR2C,d33,-0.447785435,6
HTR2C,d49,-0.041426097,6
HTR2C,d63,1.623371967,6
HTR2C,d77,1.84106246,6
HTR5A,d0,-0.734184338,6
HTR5A,d7,-0.734184338,6
HTR5A,d12,-0.734184338,6
HTR5A,d19,0.370072797,6
HTR5A,d26,-0.417068316,6
HTR5A,d33,-0.429241297,6
HTR5A,d49,0.039638006,6
HTR5A,d63,0.223300447,6
HTR5A,d77,2.415851375,6
JAKMIP1,d0,-0.144719656,6
JAKMIP1,d7,-0.739877453,6
JAKMIP1,d12,-1.016329409,6
JAKMIP1,d19,-0.771239853,6
JAKMIP1,d26,-1.158652019,6
JAKMIP1,d33,0.339318774,6
JAKMIP1,d49,1.36264277,6
JAKMIP1,d63,1.398702568,6
JAKMIP1,d77,0.730154278,6
LAMB1,d0,-1.231235155,6
LAMB1,d7,0.752517743,6
LAMB1,d12,0.031636048,6
LAMB1,d19,-0.031483967,6
LAMB1,d26,-0.92393538,6
LAMB1,d33,-0.328526805,6
LAMB1,d49,-0.821944728,6
LAMB1,d63,0.562423194,6
LAMB1,d77,1.990549051,6
NPS,d0,-0.367798266,6
NPS,d7,-0.367798266,6
NPS,d12,-0.367798266,6
NPS,d19,-0.079969707,6
NPS,d26,-0.367798266,6
NPS,d33,-0.367798266,6
NPS,d49,-0.367798266,6
NPS,d63,-0.367798266,6
NPS,d77,2.65455757,6
NRCAM,d0,-0.861507382,6
NRCAM,d7,0.21292703,6
NRCAM,d12,-0.637381107,6
NRCAM,d19,-0.709241222,6
NRCAM,d26,-0.753890163,6
NRCAM,d33,-0.652374362,6
NRCAM,d49,0.150769887,6
NRCAM,d63,1.664069103,6
NRCAM,d77,1.586628216,6
NTF3,d0,-0.915182755,6
NTF3,d7,0.731916657,6
NTF3,d12,-0.551669825,6
NTF3,d19,-0.676908468,6
NTF3,d26,-0.732831666,6
NTF3,d33,-0.438679738,6
NTF3,d49,-0.140554,6
NTF3,d63,0.523768167,6
NTF3,d77,2.200141627,6
PI4KA,d0,0.682098837,6
PI4KA,d7,0.056895027,6
PI4KA,d12,0.087966044,6
PI4KA,d19,-0.725891199,6
PI4KA,d26,-0.549545056,6
PI4KA,d33,-1.354642523,6
PI4KA,d49,-0.689412432,6
PI4KA,d63,0.446845144,6
PI4KA,d77,2.045686158,6
PTEN,d0,-0.962046045,6
PTEN,d7,-0.867320704,6
PTEN,d12,-0.525955751,6
PTEN,d19,-0.624013698,6
PTEN,d26,-0.583860123,6
PTEN,d33,0.137164204,6
PTEN,d49,0.216272945,6
PTEN,d63,1.383021486,6
PTEN,d77,1.826737687,6
RELN,d0,-0.960391934,6
RELN,d7,-0.814468493,6
RELN,d12,-0.009037505,6
RELN,d19,-0.39009218,6
RELN,d26,-0.416153432,6
RELN,d33,-0.036910638,6
RELN,d49,-0.303557703,6
RELN,d63,0.543053683,6
RELN,d77,2.387558201,6
SEMA5A,d0,-1.616787855,6
SEMA5A,d7,-0.424326231,6
SEMA5A,d12,-0.372875957,6
SEMA5A,d19,-0.260018571,6
SEMA5A,d26,-0.538346987,6
SEMA5A,d33,0.34973147,6
SEMA5A,d49,0.120102014,6
SEMA5A,d63,0.734067878,6
SEMA5A,d77,2.008454238,6
SLC18A1,d0,-0.824512478,6
SLC18A1,d7,-0.787002571,6
SLC18A1,d12,-0.771915252,6
SLC18A1,d19,-0.62362101,6
SLC18A1,d26,-0.352774515,6
SLC18A1,d33,-0.303722974,6
SLC18A1,d49,0.728544632,6
SLC18A1,d63,0.892415008,6
SLC18A1,d77,2.04258916,6
SLC1A7,d0,-0.326829285,6
SLC1A7,d7,-0.383070198,6
SLC1A7,d12,-0.367743689,6
SLC1A7,d19,-0.384185812,6
SLC1A7,d26,-0.393987757,6
SLC1A7,d33,-0.37646726,6
SLC1A7,d49,-0.342497768,6
SLC1A7,d63,-0.079100321,6
SLC1A7,d77,2.65388209,6
TBR1,d0,-0.651809475,6
TBR1,d7,-0.651296345,6
TBR1,d12,-0.654126416,6
TBR1,d19,-0.657152021,6
TBR1,d26,-0.625347293,6
TBR1,d33,-0.262108963,6
TBR1,d49,0.27196864,6
TBR1,d63,1.094616856,6
TBR1,d77,2.135255017,6
TMEM130,d0,-1.208436353,6
TMEM130,d7,-0.790512786,6
TMEM130,d12,-0.770929181,6
TMEM130,d19,-0.500307784,6
TMEM130,d26,-0.713362498,6
TMEM130,d33,0.39075162,6
TMEM130,d49,1.081826235,6
TMEM130,d63,1.048454573,6
TMEM130,d77,1.462516174,6
TPH1,d0,-0.496649079,6
TPH1,d7,-0.494050969,6
TPH1,d12,-0.492852033,6
TPH1,d19,-0.499252213,6
TPH1,d26,-0.512669203,6
TPH1,d33,-0.477961811,6
TPH1,d49,-0.259292787,6
TPH1,d63,0.831086386,6
TPH1,d77,2.401641709,6
VIPR2,d0,-0.52981229,6
VIPR2,d7,-0.485750686,6
VIPR2,d12,-0.556733156,6
VIPR2,d19,-0.475699522,6
VIPR2,d26,-0.444441676,6
VIPR2,d33,-0.436130022,6
VIPR2,d49,-0.367443614,6
VIPR2,d63,0.943552995,6
VIPR2,d77,2.352457971,6
ZNF804A,d0,-0.660783423,6
ZNF804A,d7,-0.382005498,6
ZNF804A,d12,-0.661116487,6
ZNF804A,d19,-0.601742959,6
ZNF804A,d26,-0.576563145,6
ZNF804A,d33,-0.445615478,6
ZNF804A,d49,-0.034608754,6
ZNF804A,d63,1.215876906,6
ZNF804A,d77,2.146558837,6
